"","district_code","objectid","district_name","6_14_yrs_out_of_school","6_14_yrs_in_private_school","std_1_2_who_can_read_letters_word_more","std_1_2_who_can_recognize_no.s_or_more","std_3_5_who_can_do_subtraction_or_more","std_3_5_who_can_do_read_std1_texts_or_more","single_classroom_primary_schl","single_teacher_primary_schl","primary_school_with_girls_toilet","primary_school_with_boys_toilet","primary_school_with_Drinking_water_facility","gov_primary_school_providing_midDay_meal","gov_primary_school_with_school_managment_committee","TransitionRate_primary_to_UpperPrimary","Retension_Rate_primaryLevel","pupil_teacher_ratio_at_primary_level","pupil_teacher_ratio_at_upper_primary_level","sc_enrollments_in_primary_school","sc_girls_enrollments_in_primary_school","st_enrollment_in_primary_school","st_girls_enrollment_in_primary_school","year","globalid","st_areashape","st_lengthshape","Table.Name","State.Code","Area.Name","Total..Rural..Urban","Age.group","Total.Population...Persons","Total.Population...Males","Total.Population...Females","Educational.level...Graduate.and.above...Persons","Educational.level...Graduate.and.above...Males","Educational.level...Graduate.and.above...Females","Educational.level...Graduate.degree.other.than.technical.degree...Persons","Educational.level...Graduate.degree.other.than.technical.degree...Males","Educational.level...Graduate.degree.other.than.technical.degree...Females","Educational.level...Post.graduate.degree.other.than.technical.degree...Persons","Educational.level...Post.graduate.degree.other.than.technical.degree...Males","Educational.level...Post.graduate.degree.other.than.technical.degree...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Engineering.and.technology...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Engineering.and.technology...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Engineering.and.technology...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Medicine...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Medicine...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Medicine...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Agriculture.and.dairying...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Agriculture.and.dairying...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Agriculture.and.dairying...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Veterinary...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Veterinary...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Veterinary...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Teaching...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Teaching...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Teaching...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Others...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Others...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Others...Females"
"56",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Total","60+",268,144,124,4,3,1,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Total","25-29",627,311,316,9,4,5,6,4,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Rural","60+",246,133,113,4,3,1,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Total","Total",4006,2068,1938,91,49,42,63,38,25,19,6,13,3,3,0,4,2,2,0,0,0,0,0,0,2,0,2,0,0,0
"60",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Urban","25-29",67,32,35,7,3,4,5,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Urban","Total",482,233,249,61,34,27,42,25,17,12,6,6,2,2,0,3,1,2,0,0,0,0,0,0,2,0,2,0,0,0
"62",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Urban","15-19",72,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Urban","20-24",67,26,41,12,5,7,9,4,5,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"64",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Rural","30-34",448,254,194,8,5,3,5,4,1,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Urban","30-34",50,22,28,9,4,5,7,4,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Rural","20-24",510,222,288,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Rural","35-59",1244,650,594,14,5,9,10,4,6,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Rural","25-29",560,279,281,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Total","15-19",587,331,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Total","20-24",577,248,329,14,6,8,11,5,6,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"71",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Urban","Age not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",348,10,"Kodarma",0.8,20.6,58.9,63.1,43.3,34,0.7,19.6,70.47,61,79.7,88.5,90.7,80,49.1,41,46,18.9,47.9,1.4,45.6,"2012-13","{8987B410-33EC-413F-B838-B54E647B0633}",2169719352.32048,350430.469983735,"C2808STA",20,"District - Kodarma","Urban","60+",22,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Total","60+",13587,6762,6825,33,25,8,25,19,6,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0
"74",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Total","Age not stated",82,52,30,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
"75",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Rural","Total",135581,68704,66877,1111,828,283,902,690,212,114,82,32,17,17,0,7,3,4,0,0,0,0,0,0,71,36,35,0,0,0
"76",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Urban","30-34",188,91,97,36,23,13,22,15,7,7,4,3,0,0,0,2,2,0,0,0,0,0,0,0,5,2,3,0,0,0
"77",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Urban","25-29",224,117,107,54,24,30,34,17,17,13,3,10,4,4,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0
"78",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Rural","30-34",15650,7935,7715,205,148,57,153,117,36,33,23,10,3,3,0,1,0,1,0,0,0,0,0,0,15,5,10,0,0,0
"79",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Rural","15-19",20521,10703,9818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Rural","20-24",18816,8948,9868,216,151,65,194,134,60,11,8,3,8,8,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0
"81",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Rural","25-29",18422,9276,9146,312,227,85,261,196,65,30,19,11,4,4,0,0,0,0,0,0,0,0,0,0,17,8,9,0,0,0
"82",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Urban","Total",2042,1084,958,286,167,119,204,126,78,45,21,24,10,8,2,6,3,3,3,3,0,0,0,0,18,6,12,0,0,0
"83",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Rural","35-59",48681,25116,23565,353,283,70,276,228,48,39,31,8,2,2,0,6,3,3,0,0,0,0,0,0,30,19,11,0,0,0
"84",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Urban","20-24",286,155,131,48,27,21,42,25,17,3,1,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"85",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Total","35-59",49483,25521,23962,490,368,122,374,292,82,61,44,17,4,3,1,8,4,4,3,3,0,0,0,0,40,22,18,0,0,0
"86",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Rural","Age not stated",80,50,30,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
"87",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Urban","35-59",802,405,397,137,85,52,98,64,34,22,13,9,2,1,1,2,1,1,3,3,0,0,0,0,10,3,7,0,0,0
"88",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Urban","60+",176,86,90,11,8,3,8,5,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"89",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Urban","Age not stated",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Total","25-29",18646,9393,9253,366,251,115,295,213,82,43,22,21,8,8,0,1,0,1,0,0,0,0,0,0,19,8,11,0,0,0
"91",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Total","Total",137623,69788,67835,1397,995,402,1106,816,290,159,103,56,27,25,2,13,6,7,3,3,0,0,0,0,89,42,47,0,0,0
"92",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Urban","15-19",364,228,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Total","30-34",15838,8026,7812,241,171,70,175,132,43,40,27,13,3,3,0,3,2,1,0,0,0,0,0,0,20,7,13,0,0,0
"94",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Total","20-24",19102,9103,9999,264,178,86,236,159,77,14,9,5,10,9,1,1,0,1,0,0,0,0,0,0,3,1,2,0,0,0
"95",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Rural","60+",13411,6676,6735,22,17,5,17,14,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0
"96",349,11,"Giridih",3.4,17.5,58.4,65.1,50,38.3,0.4,15.9,99,61,92.4,95.8,86.8,68.6,40.1,41,50,14.9,48.9,14.4,47.8,"2012-13","{D7D1567B-0E64-4AB5-9A87-2C962C52B803}",6211758725.00585,466452.408022411,"C2808STA",20,"District - Giridih","Total","15-19",20885,10931,9954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",350,21,"Deoghar",4.7,7.5,45,48.5,37.3,31.1,0.2,22.7,75.35,59,89.3,96.2,89.9,74.1,49,38,86,13.8,48,13.5,49.1,"2012-13","{AAFD54B8-2C20-4054-859D-7885C71F0F63}",2817738771.04085,317981.613660835,"C2808STA",20,"District - Deoghar","Total","15-19",15070,7934,7136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",350,21,"Deoghar",4.7,7.5,45,48.5,37.3,31.1,0.2,22.7,75.35,59,89.3,96.2,89.9,74.1,49,38,86,13.8,48,13.5,49.1,"2012-13","{AAFD54B8-2C20-4054-859D-7885C71F0F63}",2817738771.04085,317981.613660835,"C2808STA",20,"District - Deoghar","Urban","Age not stated",1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",350,21,"Deoghar",4.7,7.5,45,48.5,37.3,31.1,0.2,22.7,75.35,59,89.3,96.2,89.9,74.1,49,38,86,13.8,48,13.5,49.1,"2012-13","{AAFD54B8-2C20-4054-859D-7885C71F0F63}",2817738771.04085,317981.613660835,"C2808STA",20,"District - Deoghar","Total","25-29",14711,7353,7358,185,130,55,148,113,35,18,6,12,9,7,2,2,1,1,0,0,0,0,0,0,8,3,5,0,0,0
"100",350,21,"Deoghar",4.7,7.5,45,48.5,37.3,31.1,0.2,22.7,75.35,59,89.3,96.2,89.9,74.1,49,38,86,13.8,48,13.5,49.1,"2012-13","{AAFD54B8-2C20-4054-859D-7885C71F0F63}",2817738771.04085,317981.613660835,"C2808STA",20,"District - Deoghar","Total","Total",111197,55886,55311,841,634,207,688,538,150,84,51,33,23,19,4,9,5,4,0,0,0,0,0,0,36,20,16,1,1,0
"101",350,21,"Deoghar",4.7,7.5,45,48.5,37.3,31.1,0.2,22.7,75.35,59,89.3,96.2,89.9,74.1,49,38,86,13.8,48,13.5,49.1,"2012-13","{AAFD54B8-2C20-4054-859D-7885C71F0F63}",2817738771.04085,317981.613660835,"C2808STA",20,"District - Deoghar","Rural","25-29",14333,7179,7154,134,109,25,116,98,18,11,5,6,3,3,0,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0
"102",350,21,"Deoghar",4.7,7.5,45,48.5,37.3,31.1,0.2,22.7,75.35,59,89.3,96.2,89.9,74.1,49,38,86,13.8,48,13.5,49.1,"2012-13","{AAFD54B8-2C20-4054-859D-7885C71F0F63}",2817738771.04085,317981.613660835,"C2808STA",20,"District - Deoghar","Total","20-24",15132,7120,8012,132,96,36,113,82,31,7,3,4,9,9,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
"103",350,21,"Deoghar",4.7,7.5,45,48.5,37.3,31.1,0.2,22.7,75.35,59,89.3,96.2,89.9,74.1,49,38,86,13.8,48,13.5,49.1,"2012-13","{AAFD54B8-2C20-4054-859D-7885C71F0F63}",2817738771.04085,317981.613660835,"C2808STA",20,"District - Deoghar","Rural","15-19",14632,7719,6913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",350,21,"Deoghar",4.7,7.5,45,48.5,37.3,31.1,0.2,22.7,75.35,59,89.3,96.2,89.9,74.1,49,38,86,13.8,48,13.5,49.1,"2012-13","{AAFD54B8-2C20-4054-859D-7885C71F0F63}",2817738771.04085,317981.613660835,"C2808STA",20,"District - Deoghar","Rural","20-24",14676,6902,7774,104,78,26,93,70,23,4,2,2,5,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
"105",350,21,"Deoghar",4.7,7.5,45,48.5,37.3,31.1,0.2,22.7,75.35,59,89.3,96.2,89.9,74.1,49,38,86,13.8,48,13.5,49.1,"2012-13","{AAFD54B8-2C20-4054-859D-7885C71F0F63}",2817738771.04085,317981.613660835,"C2808STA",20,"District - Deoghar","Rural","Age not stated",334,179,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",350,21,"Deoghar",4.7,7.5,45,48.5,37.3,31.1,0.2,22.7,75.35,59,89.3,96.2,89.9,74.1,49,38,86,13.8,48,13.5,49.1,"2012-13","{AAFD54B8-2C20-4054-859D-7885C71F0F63}",2817738771.04085,317981.613660835,"C2808STA",20,"District - Deoghar","Rural","30-34",12689,6414,6275,87,74,13,74,64,10,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0
"107",350,21,"Deoghar",4.7,7.5,45,48.5,37.3,31.1,0.2,22.7,75.35,59,89.3,96.2,89.9,74.1,49,38,86,13.8,48,13.5,49.1,"2012-13","{AAFD54B8-2C20-4054-859D-7885C71F0F63}",2817738771.04085,317981.613660835,"C2808STA",20,"District - Deoghar","Rural","35-59",39397,20016,19381,198,168,30,169,143,26,17,15,2,1,0,1,4,3,1,0,0,0,0,0,0,7,7,0,0,0,0
"108",350,21,"Deoghar",4.7,7.5,45,48.5,37.3,31.1,0.2,22.7,75.35,59,89.3,96.2,89.9,74.1,49,38,86,13.8,48,13.5,49.1,"2012-13","{AAFD54B8-2C20-4054-859D-7885C71F0F63}",2817738771.04085,317981.613660835,"C2808STA",20,"District - Deoghar","Rural","60+",12057,5940,6117,21,20,1,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"109",350,21,"Deoghar",4.7,7.5,45,48.5,37.3,31.1,0.2,22.7,75.35,59,89.3,96.2,89.9,74.1,49,38,86,13.8,48,13.5,49.1,"2012-13","{AAFD54B8-2C20-4054-859D-7885C71F0F63}",2817738771.04085,317981.613660835,"C2808STA",20,"District - Deoghar","Urban","60+",290,154,136,17,13,4,13,10,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"110",350,21,"Deoghar",4.7,7.5,45,48.5,37.3,31.1,0.2,22.7,75.35,59,89.3,96.2,89.9,74.1,49,38,86,13.8,48,13.5,49.1,"2012-13","{AAFD54B8-2C20-4054-859D-7885C71F0F63}",2817738771.04085,317981.613660835,"C2808STA",20,"District - Deoghar","Total","Age not stated",335,180,155,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
